GeneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
C9orf3	0.2047360008	4.9979572713	0.8898015364	0.3813901789	0.8496557038	-5.6278759193
ZNF710	0.1902713288	4.0483573781	0.8896616122	0.3814639954	0.8496557038	-5.6279937087
WAC-AS1	0.1856420473	5.2929214448	0.889515942	0.3815408529	0.8496557038	-5.6281163167
MIR4663	0.200196551	4.9108271584	0.8894589803	0.3815709094	0.8496557038	-5.6281642552
TMEM42	0.2170130327	5.2627706494	0.8894352293	0.3815834423	0.8496557038	-5.628184243
COX6B1	-0.1872342268	7.1560551229	-0.8890682191	0.3817771402	0.8496557038	-5.6284930387
ARHGEF1	-0.2183089575	4.3197277009	-0.8890319979	0.3817962602	0.8496557038	-5.6285235081
WNT11	0.1774050821	3.9017685857	0.8888002008	0.3819186331	0.8496557038	-5.6287184688
BARX1	0.1852702184	5.6224683104	0.888781907	0.3819282921	0.8496557038	-5.6287338534
RPTOR	0.1842149367	6.8881278943	0.8887589896	0.3819403925	0.8496557038	-5.6287531259
LOC400043	-0.2230488315	5.0418309575	-0.8886942177	0.3819745934	0.8496557038	-5.6288075935
TNFRSF10B	-0.2108584256	3.923194487	-0.8882076323	0.382231584	0.8499812619	-5.6292166511
LOC645166	0.1638306812	6.0007659944	0.8870350765	0.3828513306	0.8502642472	-5.630201518
AP5B1	0.1910108701	4.2303601099	0.8865992689	0.3830818394	0.8502642472	-5.6305672548
ACAD8	0.1726475086	4.8224255088	0.8863332522	0.383222586	0.8502642472	-5.6307904173
JAGN1	0.2049654239	6.6468595609	0.8861351616	0.3833274153	0.8502642472	-5.6309565553
RNA5SP20	-0.2514079544	3.627247466	-0.8860328162	0.3833815837	0.8502642472	-5.6310423785
NCAM1-AS1	-0.2027701834	5.0794803064	-0.885992327	0.3834030148	0.8502642472	-5.6310763287
SNTA1	-0.1956238893	4.422093945	-0.8859534656	0.383423585	0.8502642472	-5.6311089126
C1orf191	-0.1867394975	3.7058936715	-0.8859451738	0.3834279741	0.8502642472	-5.6311158648
PDGFB	0.1781816762	3.625563056	0.8858251484	0.3834915112	0.8502642472	-5.6312164926
DFFA	-0.1780200082	6.5890246864	-0.8854764984	0.3836761126	0.8502642472	-5.6315087234
ZNF771	-0.1875607963	3.7495336751	-0.8853516712	0.3837422194	0.8502642472	-5.6316133246
B3GALT2	-0.3423119782	6.6292693368	-0.8848845684	0.3839896561	0.8502642472	-5.6320046186
TRMT2A	-0.1856313989	5.402518419	-0.8848707836	0.3839969598	0.8502642472	-5.6320161632
ZCCHC18	-0.177191283	4.5453944129	-0.8848552798	0.3840051744	0.8502642472	-5.6320291473
OTTHUMG00000163707	0.219476806	4.0984054656	0.8846052309	0.3841376778	0.8502642472	-5.632238528
EEF1DP3	0.2185492085	4.672169844	0.8844353299	0.3842277268	0.8502642472	-5.6323807643
PGAM2	0.2079111314	5.6267516602	0.8843973103	0.3842478794	0.8502642472	-5.6324125897
PBXIP1	-0.1750943647	3.7627641281	-0.8842030306	0.3843508695	0.8502642472	-5.6325751972
TPMT	-0.2113657927	5.9861190629	-0.8837061789	0.3846143381	0.8506021761	-5.6329908973
GLT1D1	0.1967324073	3.9472766959	0.8834729738	0.3847380414	0.8506308985	-5.6331859369
GALK1	0.1728234459	5.1343871391	0.8831058674	0.3849328245	0.850816712	-5.6334928658
RPP25L	0.1717853978	5.0768077166	0.8827601645	0.3851163094	0.8508700237	-5.63378179
OTTHUMG00000163124	0.1782654372	3.5089340595	0.8826146106	0.3851935802	0.8508700237	-5.6339034061
GLB1L	0.2074556176	3.8943860734	0.8824345465	0.3852891855	0.8508700237	-5.6340538308
LOC100190986	0.2015196677	9.6147470545	0.8818709599	0.3855885217	0.8510772867	-5.6345244616
OTTHUMG00000151726	0.1845816665	9.8691554451	0.881840722	0.3856045861	0.8510772867	-5.6345497042
SLC4A2	-0.1907864305	3.9202546395	-0.8815218431	0.3857740223	0.8512067242	-5.6348158545
FBXO32	-0.2146911209	4.5349111109	-0.8809540007	0.3860758642	0.8513641341	-5.6352895765
CDC42EP2	0.1846735322	3.911279385	0.8809190466	0.3860944493	0.8513641341	-5.6353187275
SNORD116-21	0.2245947003	4.7356376368	0.8804109092	0.3863646919	0.8513641341	-5.6357423813
MRPL2	-0.2034446109	7.5336096629	-0.8802421189	0.3864544865	0.8513641341	-5.6358830573
KAT2B	0.1978619436	6.7284564205	0.8799970391	0.3865848904	0.8513641341	-5.6360872708
SFMBT2	-0.2019513377	5.5933091372	-0.879952188	0.3866087581	0.8513641341	-5.6361246373
NINJ2	0.1936648807	4.0561211078	0.8799291058	0.3866210418	0.8513641341	-5.6361438668
MKKS	0.1882639821	7.0059526881	0.8795716272	0.3868113139	0.8515390615	-5.6364416193
LPPR3	-0.183273503	7.5823200971	-0.8792430547	0.3869862536	0.851680145	-5.6367151946
ZSWIM3	0.1930718675	4.3911290311	0.8781317636	0.3875783085	0.8520245287	-5.6376397625
PCBD2	-0.1829009796	4.7076087124	-0.8775890808	0.3878676417	0.8520245287	-5.6380908618
FAM218A	0.1878309579	6.1013231762	0.8774641073	0.3879342915	0.8520245287	-5.6381947074
LSM6	-0.1787771706	5.4568973968	-0.8770232294	0.3881694753	0.8520245287	-5.63856094
NPIPB3	0.1914066089	9.9135866966	0.8768567122	0.3882583269	0.8520245287	-5.638699219
RGL2	0.1864354246	4.8341543106	0.8766176053	0.3883859343	0.8520245287	-5.6388977346
RAB9A	0.1942423447	5.7963582034	0.8765311701	0.38843207	0.8520245287	-5.6389694839
HSF2BP	0.2109310631	4.5178732295	0.8762308922	0.3885923737	0.8520245287	-5.6392186905
FAM69A	0.2013163225	3.9793598058	0.8762076136	0.3886048028	0.8520245287	-5.6392380066
MOB3A	-0.1807101544	7.6343494595	-0.876160393	0.388630016	0.8520245287	-5.6392771876
DNAJC17	0.179453796	4.3491442399	0.8756541439	0.388900391	0.8520245287	-5.6396971201
DRAXIN	-0.2823259318	3.6719157156	-0.8751512967	0.3891690687	0.8520245287	-5.6401140045
LOC400548	-0.2196703793	3.7934530446	-0.8750082869	0.3892455024	0.8520245287	-5.6402325252
CCDC53	0.1988686641	5.3825564755	0.8747637428	0.3893762251	0.8520245287	-5.6404351513
CAMK1D	0.1768984348	6.3617190363	0.8746637124	0.3894297052	0.8520245287	-5.6405180198
ECH1	-0.1975248699	6.0826162633	-0.8744431486	0.3895476436	0.8520245287	-5.6407007106
PROX1-IT1	-0.2332681644	3.6279123143	-0.8740611468	0.3897519594	0.8520245287	-5.6410170164
ZNF559	0.186608094	5.6498545171	0.8740206656	0.389773615	0.8520245287	-5.641050528
MOCS3	0.1991766935	5.4836763077	0.8737741798	0.3899054905	0.8520245287	-5.6412545455
MND1	-0.1838358606	5.2508454916	-0.8735975682	0.3899999994	0.8520245287	-5.6414006945
ATP5D	-0.2555279567	7.8023023747	-0.8735706372	0.390014412	0.8520245287	-5.6414229779
LOC100507419	0.1815830996	4.1605383747	0.8733933421	0.3901093037	0.8520245287	-5.6415696602
ANKRD20A2	0.1829569679	4.5821403405	0.87269529	0.3904830582	0.8520245287	-5.6421469101
CHRM4	-0.2001914656	4.4457956377	-0.87250602	0.3905844377	0.8520245287	-5.6423033508
THBS2	0.2054339918	4.2791206175	0.8724913027	0.3905923215	0.8520245287	-5.642315514
TAF9B	-0.1971238523	8.3267532661	-0.8724619105	0.3906080667	0.8520245287	-5.6423398049
ZNF239	0.1819036174	5.5430982623	0.8721148928	0.3907939923	0.8520245287	-5.642626535
APPL2	0.1744994288	6.1517447665	0.8720322395	0.3908382848	0.8520245287	-5.642694813
ST8SIA2	-0.1690012558	6.6906663763	-0.8717662235	0.3909808599	0.8520245287	-5.6429145214
RIMBP2	0.1855671036	6.7852724885	0.8716806945	0.3910267076	0.8520245287	-5.6429851483
LOC100506990	-0.189870133	5.0439428928	-0.8716311191	0.391053284	0.8520245287	-5.643026083
MSN	0.2235297812	4.5226563393	0.871621747	0.3910583083	0.8520245287	-5.6430338213
CASC2	-0.1800501802	4.1375994549	-0.8715774884	0.3910820355	0.8520245287	-5.6430703636
SLC2A4RG	0.1936020021	5.1499793114	0.8713163706	0.3912220412	0.8520245287	-5.6432859211
OTTHUMG00000154167	0.1868718803	3.8855780144	0.8712289785	0.391268906	0.8520245287	-5.6433580513
PPP2R2B	-0.1772077722	4.8199218651	-0.871107895	0.3913338442	0.8520245287	-5.6434579778
TTI1	0.171233166	7.6114711749	0.8711036649	0.391336113	0.8520245287	-5.6434614686
C17orf72	-0.218908703	3.6175805589	-0.87106503	0.3913568348	0.8520245287	-5.6434933499
OXR1	0.1874218645	4.5205622254	0.8704206215	0.3917025662	0.8523776344	-5.6440249158
TIFA	-0.1929526481	4.8002608968	-0.8703491713	0.391740912	0.8523776344	-5.6440838316
MTRF1L	-0.1977647419	5.4656590581	-0.869778905	0.3920470478	0.8525042568	-5.6445538927
PKIG	-0.1755476962	3.951037456	-0.869616996	0.3921339933	0.8525042568	-5.6446872988
IGIP	0.1966196311	4.2021447283	0.8695576063	0.3921658888	0.8525042568	-5.6447362275
TXNRD3	0.1858231534	5.4834878074	0.8693938304	0.3922538539	0.8525042568	-5.6448711393
XCL2	-0.1811428094	4.1240827879	-0.8692075812	0.392353905	0.8525042568	-5.6450245345
MIR4519	-0.1975275369	5.1182367588	-0.8686056904	0.3926773459	0.852965804	-5.6455200412
POLE2	-0.1961968157	5.7850852864	-0.8681191729	0.3929389129	0.8529890388	-5.6459203304
RMI2	-0.1811589402	4.2575325025	-0.8675944735	0.3932211325	0.8529890388	-5.6463517972
PPP1R14A	-0.1929903854	4.5916036373	-0.8675888035	0.393224183	0.8529890388	-5.6463564584
RNF224	0.1840809784	4.3047426896	0.8673372794	0.3933595167	0.8529890388	-5.6465632014
LOC441081	-0.3263803779	6.5753754022	-0.8672130443	0.393426373	0.8529890388	-5.6466652969
SLC35A3	0.1822627491	5.8691800451	0.8669482665	0.3935688855	0.8529890388	-5.6468828434
PEBP1	-0.180206603	8.5039533971	-0.8669235482	0.3935821915	0.8529890388	-5.6469031493
TMC7	0.1767201054	5.1993344672	0.8668676673	0.3936122734	0.8529890388	-5.6469490528
GAS5-AS1	-0.2008372748	4.380267125	-0.8667284033	0.3936872487	0.8529890388	-5.6470634397
TK2	0.1708012031	4.0565422508	0.8660207128	0.3940683875	0.8533519352	-5.6476444453
SERHL	-0.2287051675	3.6577879981	-0.8660049499	0.3940768796	0.8533519352	-5.6476573813
RPS13	0.1761180846	8.5713036967	0.8655652687	0.3943137995	0.853624379	-5.6480181228
C1orf123	-0.1811653431	8.0861178724	-0.864871385	0.3946878801	0.8538185459	-5.6485870763
TMEM9	0.1762372708	4.7784222849	0.8646032431	0.3948324991	0.8538185459	-5.6488068253
B9D2	0.1736248973	4.5435340054	0.8643795712	0.3949531597	0.8538185459	-5.6489900809
MRPL49	0.1930720097	5.4632492628	0.863941298	0.395189656	0.8538185459	-5.6493490308
ANGPTL4	-0.2111934494	4.0845493014	-0.863907877	0.395207694	0.8538185459	-5.6493763959
SERTAD4-AS1	-0.2218681863	3.6429395615	-0.8637869915	0.3952729428	0.8538185459	-5.6494753685
CASP3	0.2268534345	6.303952229	0.8637711954	0.3952814693	0.8538185459	-5.6494883002
GLYATL2	0.2395990159	4.0074733459	0.8636040293	0.3953717109	0.8538185459	-5.6496251402
CNN1	0.1990497589	4.8266564608	0.8635448356	0.3954036687	0.8538185459	-5.6496735894
YY1AP1	0.1978839375	5.5205739367	0.8631320979	0.3956265453	0.8538458995	-5.6500113221
PDE4C	-0.1911096237	4.3926863833	-0.8629439431	0.3957281748	0.8538458995	-5.6501652339
MAPKAPK3	0.1777246329	5.308329851	0.8629040227	0.3957497394	0.8538458995	-5.650197885
RPUSD2	-0.1819172742	5.4832247588	-0.8622713695	0.3960915931	0.8542637455	-5.6507151444
LOC100506100	-0.2493806176	4.1271453212	-0.862134112	0.3961657849	0.8542637455	-5.6508273193
ZNF697	-0.1876008576	4.4872442782	-0.8619193118	0.3962819087	0.8542743839	-5.6510028329
COQ5	-0.1829654754	5.5061414111	-0.8616253839	0.3964408451	0.8543772827	-5.651242935
MMP11	-0.1748415345	3.859451039	-0.8613916195	0.3965672781	0.854389584	-5.651433836
ZNF93	-0.179524705	7.3971702856	-0.8612036461	0.3966689634	0.854389584	-5.6515873068
C12orf29	-0.1774392106	7.8046642299	-0.8602440895	0.3971883001	0.8551625046	-5.652370244
SLC2A3	-0.1859898497	3.5545865078	-0.8601293662	0.3972504203	0.8551625046	-5.6524637957
PXN-AS1	0.1782600276	5.6758055671	0.85975909	0.397450959	0.8553545429	-5.6527656593
MTERF	0.1910228163	4.7751245203	0.8594421648	0.3976226544	0.8554844172	-5.6530239317
USP17L15	0.2865688464	4.5230834358	0.859066393	0.3978262913	0.8556829217	-5.6533300434
LINGO2	0.2067527181	6.1383105847	0.8587532677	0.3979960298	0.8558084234	-5.6535850256
STAT5A	0.2324007101	3.7411341979	0.8582188966	0.3982858073	0.8561919019	-5.6540199685
CNTN4	0.2150342437	4.7010411533	0.8577384689	0.398546447	0.856512546	-5.6544107868
ZNF331	0.1736177151	5.1132231331	0.8575299074	0.3986596287	0.8565161989	-5.6545803832
PTPRCAP	-0.1772068341	3.8580229965	-0.8573102789	0.3987788383	0.8565327969	-5.6547589368
LSAMP	0.1842562728	6.8847547897	0.8564305094	0.3992565854	0.8568488737	-5.6554737389
CC2D2A	0.1750936306	5.7849759465	0.8563063998	0.3993240107	0.8568488737	-5.6555745207
NDUFB1	-0.1995047277	6.600974294	-0.8558780846	0.3995567581	0.8568488737	-5.6559222233
POT1	-0.2093168816	6.0800541213	-0.8555209182	0.399750909	0.8568488737	-5.6562120423
SLC15A4	0.1730835515	5.6478574316	0.8549260804	0.4000743879	0.8568488737	-5.6566944637
OTTHUMG00000017646	0.2320833803	4.4138929464	0.8548275825	0.400127968	0.8568488737	-5.6567743162
TMEM35	-0.2044111694	4.7958407688	-0.8548012816	0.4001422758	0.8568488737	-5.656795637
PMS1	-0.1835813028	5.8884639908	-0.8542872495	0.4004219756	0.8568488737	-5.6572122112
KLLN	-0.1756243028	3.7052773024	-0.8540761372	0.4005368839	0.8568488737	-5.6573832291
MIR1976	0.188659329	5.5935268883	0.8539918136	0.400582787	0.8568488737	-5.6574515269
LGMN	-0.1918510651	5.214998971	-0.8539689481	0.4005952348	0.8568488737	-5.6574700456
C1orf21	0.1679393573	5.5301372041	0.8539195946	0.4006221034	0.8568488737	-5.6575100154
TMPRSS15	-0.2040325797	10.0366864142	-0.8535595068	0.4008181736	0.8568488737	-5.6578015728
MIR4677	-0.2053416955	5.1185095825	-0.8532555852	0.4009837084	0.8568488737	-5.658047563
CEP19	0.2157600208	4.2984683846	0.8532139237	0.4010064032	0.8568488737	-5.6580812768
TBPL1	-0.1989463446	6.3620086381	-0.8530375454	0.4011024932	0.8568488737	-5.6582239906
CRYBB2P1	-0.1685902938	6.4157827955	-0.8526138523	0.4013333787	0.8568488737	-5.6585667013
BCCIP	-0.1759165859	6.4535584245	-0.8525717455	0.4013563288	0.8568488737	-5.6586007513
SELM	0.1926858071	4.0485388829	0.8524988893	0.4013960407	0.8568488737	-5.6586596632
MAPKAPK2	0.1875917327	5.925406252	0.8524699536	0.4014118134	0.8568488737	-5.6586830594
FTH1P3	0.1813939796	7.0959661259	0.852400893	0.4014494597	0.8568488737	-5.6587388961
GABBR2	0.1915124837	6.2922206683	0.8523036134	0.4015024924	0.8568488737	-5.6588175409
SNORA71A	-0.1830186621	10.5518305708	-0.8516574721	0.4018548541	0.8568488737	-5.6593396931
ACTN2	0.1757537076	4.7735879109	0.8513022433	0.4020486553	0.8568488737	-5.659626597
TVP23B	0.226877096	4.0103752484	0.8512124415	0.4020976576	0.8568488737	-5.6596991084
IFI27L1	-0.1703867514	4.8420429797	-0.8511791903	0.4021158028	0.8568488737	-5.6597259556
CREBRF	0.1695240202	5.0229855328	0.8506229651	0.402419412	0.8568488737	-5.6601749077
RALA	-0.1729738906	5.3571640842	-0.8503186479	0.4025855815	0.8568488737	-5.6604204172
SPPL2C	0.1776884677	3.6452778921	0.8501888331	0.4026564789	0.8568488737	-5.6605251207
GPR124	-0.2007017296	5.2683228109	-0.8501589789	0.4026727846	0.8568488737	-5.6605491978
IRX5	-0.2051385131	3.9131122562	-0.8500132496	0.402752385	0.8568488737	-5.6606667154
SLC6A8	0.1797426451	5.439909061	0.8493804065	0.4030981727	0.8568488737	-5.6611768258
AHDC1	0.1777812089	4.499797619	0.8493604064	0.4031091039	0.8568488737	-5.6611929413
SCARNA22	-0.1831210996	10.2291751972	-0.8491030593	0.4032497753	0.8568488737	-5.6614002715
OTTHUMG00000014139	-0.1859323168	3.9738596349	-0.8487375923	0.4034496009	0.8568488737	-5.6616946059
CT47A1	-0.1736026276	4.1229329833	-0.8486593255	0.4034924027	0.8568488737	-5.6617576237
SNORA76	-0.2068136078	8.9763832834	-0.8486074016	0.4035208	0.8568488737	-5.6617994281
NOTCH2NL	0.2531997364	4.3304415008	0.8482646248	0.4037082971	0.8568488737	-5.6620753397
SUCLA2	-0.1690576423	7.3502850514	-0.8477459697	0.4039921033	0.8568488737	-5.6624926209
SNX14	-0.1822435086	7.4196751716	-0.847497416	0.4041281557	0.8568488737	-5.6626925079
SNORD20	-0.1715853642	6.0998496268	-0.8471684137	0.4043082883	0.8568488737	-5.6629570066
CKMT1A	0.1927440091	5.449159057	0.8471198862	0.4043348619	0.8568488737	-5.6629960117
CT47A1	-0.1752172385	3.4696612299	-0.8468265153	0.4044955353	0.8568488737	-5.6632317701
OTTHUMG00000164613	-0.2159478151	5.9098527265	-0.8466600461	0.4045867251	0.8568488737	-5.6633655135
LOC100132352	-0.184447136	6.4511407826	-0.846465756	0.4046931713	0.8568488737	-5.6635215772
ANGPT2	-0.2112836359	4.1549153322	-0.8463935883	0.4047327145	0.8568488737	-5.6635795374
NR2F2	-0.1866346522	3.7039217072	-0.8461703193	0.4048550668	0.8568488737	-5.6637588222
GTF2IRD2	0.1721178423	5.3590846622	0.8455941242	0.4051709319	0.8568488737	-5.6642212995
SERTAD2	-0.1927064972	5.182181674	-0.8440300992	0.4060291007	0.8568488737	-5.6654751472
OTTHUMG00000150069	0.1780916073	3.607453469	0.8439918026	0.4060501281	0.8568488737	-5.6655058213
TSPAN6	-0.1960313081	6.6329085645	-0.8438752937	0.4061141036	0.8568488737	-5.6655991324
OTTHUMG00000014623	0.1880694466	3.6904792398	0.8438440084	0.4061312836	0.8568488737	-5.6656241864
SNRPN	-0.1906485222	3.6397901643	-0.8436866421	0.4062177064	0.8568488737	-5.665750196
OTTHUMG00000040701	-0.2212543241	5.3706661121	-0.8436114313	0.4062590149	0.8568488737	-5.6658104125
IL11	-0.1804001063	3.4853842134	-0.8434548638	0.4063450161	0.8568488737	-5.6659357498
ZP3	0.2143040811	3.7892320243	0.8430066807	0.4065912627	0.8568488737	-5.6662944132
DTWD2	0.1631683468	6.0142877884	0.8429460142	0.4066246021	0.8568488737	-5.6663429484
PARP3	-0.1745616713	5.9925788961	-0.8426602304	0.4067816783	0.8568488737	-5.6665715403
SLC7A6OS	-0.1679151963	6.8913053679	-0.8424699655	0.4068862754	0.8568488737	-5.6667236881
LOC100506745	0.2223399935	4.4380032343	0.842446953	0.4068989275	0.8568488737	-5.6667420881
GADD45B	0.2058103217	4.1928469909	0.8422654196	0.4069987423	0.8568488737	-5.6668872197
NDUFB11	-0.1986026622	8.5513568708	-0.8422156513	0.4070261096	0.8568488737	-5.666927003
HTRA2	-0.2009026478	6.1194404659	-0.842070452	0.4071059608	0.8568488737	-5.6670430586
EMC7	-0.1896055622	7.1801846899	-0.8420447802	0.4071200798	0.8568488737	-5.6670635756
CD59	0.1988352527	4.6479365084	0.8420000193	0.4071446983	0.8568488737	-5.6670993475
C2orf76	-0.186337418	4.9905506035	-0.841996696	0.4071465261	0.8568488737	-5.6671020033
KRT85	0.1731111733	3.5938488957	0.841881922	0.4072096561	0.8568488737	-5.6671937194
MIR3132	-0.2727080909	3.5951724217	-0.8415998574	0.4073648284	0.8568488737	-5.6674190674
SEMA5B	-0.1827770949	4.8770673519	-0.841380998	0.4074852552	0.8568488737	-5.66759387
RNA5SP486	-0.2205522277	4.2897996079	-0.8413736296	0.40748931	0.8568488737	-5.6675997544
GAS6	0.194694214	4.0159870213	0.8413347175	0.4075107238	0.8568488737	-5.6676308286
RNU5B-1	-0.2627855002	5.4754246184	-0.8413084625	0.4075251726	0.8568488737	-5.6676517945
POLR3GL	-0.2077640175	4.2779086186	-0.8409590747	0.4077174806	0.8568488737	-5.667930738
ARHGAP29	0.2103340005	4.5577537546	0.8408056254	0.4078019593	0.8568488737	-5.6680532139
C16orf93	0.1719498268	4.2216408782	0.8407304251	0.4078433635	0.8568488737	-5.6681132275
LOC654342	-0.1707280032	7.8731340421	-0.8403703458	0.4080416545	0.8568488737	-5.6684005183
FAM87B	-0.1787416971	3.9819689402	-0.8399822627	0.4082554348	0.8568488737	-5.6687100215
BMS1P2	0.1760199444	5.4012041667	0.8398279505	0.4083404591	0.8568488737	-5.6688330507
NOSIP	-0.1768164015	5.737323025	-0.8397003703	0.4084107628	0.8568488737	-5.668934751
FH	-0.1869791864	7.3829186877	-0.8396483487	0.4084394317	0.8568488737	-5.6689762158
LOXL2	-0.1694206166	4.8546997676	-0.8391792275	0.4086980201	0.8568488737	-5.6693500271
GPATCH2	-0.1715871182	6.212782987	-0.8391041803	0.408739397	0.8568488737	-5.6694098088
CYP21A1P	-0.2229862634	4.3341135474	-0.8390811205	0.4087521115	0.8568488737	-5.669428177
PPCS	0.1929225727	5.1779565312	0.8390447256	0.408772179	0.8568488737	-5.6694571662
DNAJB1	-0.261265263	7.4740003712	-0.8390411702	0.4087741395	0.8568488737	-5.6694599981
OTTHUMG00000155021	0.2514221134	3.8953028491	0.8389637235	0.4088168444	0.8568488737	-5.6695216815
RNA5SP310	0.210664	4.2820228989	0.8387637914	0.4089271021	0.8568488737	-5.6696808953
ZNF615	0.1818891197	4.4443327785	0.8385196254	0.4090617791	0.8568488737	-5.6698752855
RNA5-8SP2	-0.2243978125	3.6093444337	-0.8384187896	0.4091174062	0.8568488737	-5.6699555492
RNA5SP67	-0.2965950906	4.7864606403	-0.8381939698	0.4092414475	0.8568488737	-5.6701344694
DIAPH3-AS1	-0.2090181091	3.6242996777	-0.8381687345	0.4092553722	0.8568488737	-5.6701545499
LOC100507419	0.226559865	4.2480729981	0.8380533906	0.4093190222	0.8568488737	-5.6702463247
MUC20	0.190357751	3.8305194418	0.8378105529	0.4094530471	0.8568488737	-5.6704395026
OTTHUMG00000169714	0.1684937471	4.1466118383	0.8377295974	0.4094977335	0.8568488737	-5.670503891
ACAT2	-0.216624339	6.8104781014	-0.8376358281	0.4095494968	0.8568488737	-5.6705784637
LOC100128591	-0.1844478089	3.4538471858	-0.8374856208	0.409632424	0.8568488737	-5.6706979037
PIGA	-0.1804619712	7.2615055818	-0.8370480374	0.4098740673	0.8569093771	-5.6710457406
FAM206A	-0.1891406727	5.9090832432	-0.8370293026	0.409884415	0.8569093771	-5.6710606291
SLC8A1	-0.1691784533	4.5188837659	-0.8363983788	0.4102329882	0.8569858836	-5.6715618394
DPM3	-0.1727820368	5.8558148986	-0.8363450384	0.4102624663	0.8569858836	-5.671604197
DEPDC1B	-0.1774697697	6.8939277777	-0.8361830401	0.4103520013	0.8569858836	-5.6717328241
SLC32A1	0.1729444379	3.6984261937	0.8358543492	0.4105337034	0.8569858836	-5.6719937332
C14orf142	-0.2017668656	4.3029693017	-0.8351857051	0.4109034893	0.8569858836	-5.6725241913
FAM72D	-0.1973118727	6.254803857	-0.8351058219	0.4109476818	0.8569858836	-5.6725875385
ARFRP1	0.1783260452	5.2363236913	0.8350964593	0.4109528615	0.8569858836	-5.6725949626
ZNF223	0.1807020426	3.6187506495	0.8348416886	0.411093825	0.8569858836	-5.6727969547
ELMOD1	0.1744434158	4.3147191181	0.8348090725	0.4111118735	0.8569858836	-5.6728228097
NF1P2	-0.2513031186	3.6662585939	-0.834504353	0.411280518	0.8569858836	-5.6730643175
FGFR2	-0.1995112502	3.5044182094	-0.8344963126	0.4112849685	0.8569858836	-5.6730706889
TRIM23	-0.1731237695	5.65317932	-0.8344410236	0.4113155726	0.8569858836	-5.6731144993
WDR73	0.1524788931	5.1991484239	0.8342957865	0.4113959724	0.8569858836	-5.6732295704
APOO	-0.2607103865	6.1955473647	-0.8340431581	0.4115358449	0.8569858836	-5.6734296823
CD3EAP	-0.1858830813	5.555454944	-0.8337756258	0.4116840018	0.8569858836	-5.6736415373
ARMCX4	0.1597186495	5.4565956916	0.8337364488	0.4117057004	0.8569858836	-5.6736725557
TBC1D3H	-0.1967645703	5.3401958052	-0.8333971506	0.4118936548	0.8571347319	-5.6739411366
EGFR	-0.1858233389	4.5882703021	-0.8329113779	0.4121628424	0.8571347319	-5.6743254832
TUBB2A	-0.1680574605	8.4332924905	-0.8329021119	0.4121679782	0.8571347319	-5.6743328124
TRBV6-4	-0.2122406492	3.6131374372	-0.8326691619	0.4122971059	0.8571347319	-5.6745170468
SPATA13	0.169491025	3.8103871184	0.8324168879	0.4124369737	0.8571347319	-5.6747165089
TNFAIP8L1	-0.1903176147	3.7805293923	-0.8321726722	0.4125724021	0.8571347319	-5.6749095452
PICK1	0.1816238182	4.8274971188	0.8320039887	0.4126659608	0.8571347319	-5.675042847
RRNAD1	-0.1808775245	4.4482264354	-0.8317084683	0.4128299004	0.8571347319	-5.6752763196
CLDN11	-0.1686978823	3.6742232327	-0.8314953285	0.4129481647	0.8571347319	-5.6754446596
UBL5	-0.181017617	5.6080642417	-0.8314139499	0.4129933247	0.8571347319	-5.6755089225
RGS5	0.2456456547	6.5302345271	0.8313939993	0.4130043964	0.8571347319	-5.6755246761
CACNA1H	0.2171639239	5.1277273082	0.8308752746	0.413292333	0.8575006736	-5.6759341521
MIR454	0.1786217549	4.7891584459	0.8305295939	0.413484285	0.8576016663	-5.6762068945
LOC100996511	0.1805411866	6.7607886309	0.8300698693	0.4137396504	0.8576016663	-5.676569451
LOC286297	-0.1699043288	3.7644738494	-0.8297705818	0.4139059501	0.8576016663	-5.6768053784
SCARNA9L	-0.1657761343	5.5036810631	-0.8297624247	0.4139104831	0.8576016663	-5.6768118075
ARHGEF1	0.1671898272	5.1357616052	0.8296391403	0.413978999	0.8576016663	-5.6769089679
ADRA2C	0.1932783652	4.435972012	0.829582016	0.4140107485	0.8576016663	-5.6769539829
PYGL	-0.2106694252	3.8839658464	-0.8283415265	0.414700583	0.8584234839	-5.6779307868
FABP6	-0.1742590534	7.6381118261	-0.8283312797	0.4147062842	0.8584234839	-5.6779388497
DNM3	0.1934313536	5.1362815221	0.8282658766	0.414742675	0.8584234839	-5.6779903113
HOMER2	0.1626867951	5.8006843086	0.8278103848	0.4149961695	0.8587168248	-5.6783486024
SCFD1	0.1705857923	5.5874899859	0.8270982141	0.4153927071	0.8592046601	-5.6789084235
CLVS1	0.1813704375	5.7222585107	0.8267191608	0.4156038608	0.8592046601	-5.6792062024
NUBP1	0.2306024351	5.9564171	0.8266410095	0.4156474037	0.8592046601	-5.6792675809
TRIM66	0.1620398993	4.5493783172	0.8265838445	0.4156792557	0.8592046601	-5.6793124737
CDK10	-0.1724428149	5.5292995164	-0.8259194767	0.4160495487	0.8597387528	-5.6798339985
TMEM31	-0.2054589784	3.6765413596	-0.8255100853	0.4162778301	0.8599676898	-5.6801551704
COX4I2	0.1916970811	4.4453421075	0.8251616014	0.4164722102	0.8599676898	-5.6804284407
ANKEF1	-0.2082733372	4.7304619495	-0.8250036245	0.4165603465	0.8599676898	-5.6805522853
